GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,TRBL_CTA,BLCK_GRPA,TRBL_BGA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,TRBL_SUBA,ANRCA,MSA_CMSAA,PMSAA,NECMAA,URB_AREAA,URBRURALA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,NAME,GMY001,Median_Household_Income_Adjusted
G4700250,2000,3,6,Tennessee,47,Claiborne,25,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Claiborne County,25782,32647.61784
G4700270,2000,3,6,Tennessee,47,Clay,27,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Clay County,23958,30337.89575
G4700290,2000,3,6,Tennessee,47,Cocke,29,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Cocke County,25553,32357.63628
G4700310,2000,3,6,Tennessee,47,Coffee,31,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Coffee County,34898,44191.16311
G4700330,2000,3,6,Tennessee,47,Crockett,33,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Crockett County,30015,38007.8446
G4700350,2000,3,6,Tennessee,47,Cumberland,35,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Cumberland County,30901,39129.78197
G4700370,2000,3,6,Tennessee,47,Davidson,37,,,,,,,,,,,,,5360,9999,9999,,,,,,,,Davidson County,39797,50394.74235
G4700390,2000,3,6,Tennessee,47,Decatur,39,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Decatur County,28741,36394.58476
G4700410,2000,3,6,Tennessee,47,DeKalb,41,,,,,,,,,,,,,9999,9999,9999,,,,,,,,DeKalb County,30359,38443.45008
G4700430,2000,3,6,Tennessee,47,Dickson,43,,,,,,,,,,,,,5360,9999,9999,,,,,,,,Dickson County,39056,49456.41775
G4700450,2000,3,6,Tennessee,47,Dyer,45,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Dyer County,32788,41519.28065
G4700470,2000,3,6,Tennessee,47,Fayette,47,,,,,,,,,,,,,4920,9999,9999,,,,,,,,Fayette County,40279,51005.09654
G4700490,2000,3,6,Tennessee,47,Fentress,49,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Fentress County,23238,29426.16334
G4700510,2000,3,6,Tennessee,47,Franklin,51,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Franklin County,36044,45642.33719
G4700530,2000,3,6,Tennessee,47,Gibson,53,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Gibson County,31105,39388.10616
G4700550,2000,3,6,Tennessee,47,Giles,55,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Giles County,34824,44097.45728
G4700570,2000,3,6,Tennessee,47,Grainger,57,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Grainger County,27997,35452.46128
G4700590,2000,3,6,Tennessee,47,Greene,59,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Greene County,30382,38472.57487
G4700610,2000,3,6,Tennessee,47,Grundy,61,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Grundy County,22959,29072.86704
G4700630,2000,3,6,Tennessee,47,Hamblen,63,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Hamblen County,32350,40964.64344
G4700650,2000,3,6,Tennessee,47,Hamilton,65,,,,,,,,,,,,,1560,9999,9999,,,,,,,,Hamilton County,38930,49296.86458
G4700670,2000,3,6,Tennessee,47,Hancock,67,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Hancock County,19760,25021.98931
G4700690,2000,3,6,Tennessee,47,Hardeman,69,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Hardeman County,29111,36863.11391
G4700710,2000,3,6,Tennessee,47,Hardin,71,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Hardin County,27819,35227.06077
G4700730,2000,3,6,Tennessee,47,Hawkins,73,,,,,,,,,,,,,3660,9999,9999,,,,,,,,Hawkins County,31300,39635.03368
G4700750,2000,3,6,Tennessee,47,Haywood,75,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Haywood County,27671,35039.64911
G4700770,2000,3,6,Tennessee,47,Henderson,77,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Henderson County,32057,40593.619
G4700790,2000,3,6,Tennessee,47,Henry,79,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Henry County,30169,38202.85403
G4700810,2000,3,6,Tennessee,47,Hickman,81,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Hickman County,31013,39271.60702
G4700830,2000,3,6,Tennessee,47,Houston,83,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Houston County,29968,37948.32873
G4700850,2000,3,6,Tennessee,47,Humphreys,85,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Humphreys County,35786,45315.63308
G4700870,2000,3,6,Tennessee,47,Jackson,87,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Jackson County,26502,33559.35024
G4700890,2000,3,6,Tennessee,47,Jefferson,89,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Jefferson County,32824,41564.86727
G4700910,2000,3,6,Tennessee,47,Johnson,91,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Johnson County,23067,29209.6269
G4700930,2000,3,6,Tennessee,47,Knox,93,,,,,,,,,,,,,3840,9999,9999,,,,,,,,Knox County,37454,47427.81315
G4700950,2000,3,6,Tennessee,47,Lake,95,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Lake County,21995,27852.15865
G4700970,2000,3,6,Tennessee,47,Lauderdale,97,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Lauderdale County,29751,37673.54272
G4700990,2000,3,6,Tennessee,47,Lawrence,99,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Lawrence County,30498,38619.46509
G4701010,2000,3,6,Tennessee,47,Lewis,101,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Lewis County,30444,38551.08516
G4701030,2000,3,6,Tennessee,47,Lincoln,103,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Lincoln County,33434,42337.30722
G4701050,2000,3,6,Tennessee,47,Loudon,105,,,,,,,,,,,,,3840,9999,9999,,,,,,,,Loudon County,40401,51159.58453
G4701070,2000,3,6,Tennessee,47,McMinn,107,,,,,,,,,,,,,9999,9999,9999,,,,,,,,McMinn County,31919,40418.87029
G4701090,2000,3,6,Tennessee,47,McNairy,109,,,,,,,,,,,,,9999,9999,9999,,,,,,,,McNairy County,30154,38183.85961
G4701110,2000,3,6,Tennessee,47,Macon,111,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Macon County,29867,37820.43294
G4701130,2000,3,6,Tennessee,47,Madison,113,,,,,,,,,,,,,3580,9999,9999,,,,,,,,Madison County,36982,46830.1219
G4701150,2000,3,6,Tennessee,47,Marion,115,,,,,,,,,,,,,1560,9999,9999,,,,,,,,Marion County,31419,39785.72279
G4701170,2000,3,6,Tennessee,47,Marshall,117,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Marshall County,38457,48697.90704
G4701190,2000,3,6,Tennessee,47,Maury,119,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Maury County,41591,52666.47559
G4701210,2000,3,6,Tennessee,47,Meigs,121,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Meigs County,29354,37170.8236
G4701230,2000,3,6,Tennessee,47,Monroe,123,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Monroe County,30337,38415.59159
G4701250,2000,3,6,Tennessee,47,Montgomery,125,,,,,,,,,,,,,1660,9999,9999,,,,,,,,Montgomery County,38981,49361.44562
G4701270,2000,3,6,Tennessee,47,Moore,127,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Moore County,36591,46335.00056
G4701290,2000,3,6,Tennessee,47,Morgan,129,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Morgan County,27712,35091.5672
G4701310,2000,3,6,Tennessee,47,Obion,131,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Obion County,32764,41488.88957
G4701330,2000,3,6,Tennessee,47,Overton,133,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Overton County,26915,34082.33008
G4701350,2000,3,6,Tennessee,47,Perry,135,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Perry County,28061,35533.50416
G4701370,2000,3,6,Tennessee,47,Pickett,137,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Pickett County,24673,31243.29668
G4701390,2000,3,6,Tennessee,47,Polk,139,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Polk County,29643,37536.78286
G4701410,2000,3,6,Tennessee,47,Putnam,141,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Putnam County,30914,39146.24381
G4701430,2000,3,6,Tennessee,47,Rhea,143,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Rhea County,30418,38518.16149
G4701450,2000,3,6,Tennessee,47,Roane,145,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Roane County,33226,42073.91786
G4701470,2000,3,6,Tennessee,47,Robertson,147,,,,,,,,,,,,,5360,9999,9999,,,,,,,,Robertson County,43174,54671.02058
G4701490,2000,3,6,Tennessee,47,Rutherford,149,,,,,,,,,,,,,5360,9999,9999,,,,,,,,Rutherford County,46312,58644.65431
G4701510,2000,3,6,Tennessee,47,Scott,151,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Scott County,24093,30508.84557
G4701530,2000,3,6,Tennessee,47,Sequatchie,153,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Sequatchie County,30959,39203.22708
G4701550,2000,3,6,Tennessee,47,Sevier,155,,,,,,,,,,,,,3840,9999,9999,,,,,,,,Sevier County,34719,43964.49631
G4701570,2000,3,6,Tennessee,47,Shelby,157,,,,,,,,,,,,,4920,9999,9999,,,,,,,,Shelby County,39593,50136.41816
G4701590,2000,3,6,Tennessee,47,Smith,159,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Smith County,35625,45111.75958
G4701610,2000,3,6,Tennessee,47,Stewart,161,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Stewart County,32316,40921.58941
G4701630,2000,3,6,Tennessee,47,Sullivan,163,,,,,,,,,,,,,3660,9999,9999,,,,,,,,Sullivan County,33529,42457.60525
G4701650,2000,3,6,Tennessee,47,Sumner,165,,,,,,,,,,,,,5360,9999,9999,,,,,,,,Sumner County,46030,58287.55912
G4701670,2000,3,6,Tennessee,47,Tipton,167,,,,,,,,,,,,,4920,9999,9999,,,,,,,,Tipton County,41856,53002.04376
G4701690,2000,3,6,Tennessee,47,Trousdale,169,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Trousdale County,32212,40789.89473
G4701710,2000,3,6,Tennessee,47,Unicoi,171,,,,,,,,,,,,,3660,9999,9999,,,,,,,,Unicoi County,29863,37815.36776
G4701730,2000,3,6,Tennessee,47,Union,173,,,,,,,,,,,,,3840,9999,9999,,,,,,,,Union County,27335,34614.17398
G4701750,2000,3,6,Tennessee,47,Van Buren,175,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Van Buren County,28165,35665.19884
G4701770,2000,3,6,Tennessee,47,Warren,177,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Warren County,30920,39153.84158
G4701790,2000,3,6,Tennessee,47,Washington,179,,,,,,,,,,,,,3660,9999,9999,,,,,,,,Washington County,33116,41934.62541
G4701810,2000,3,6,Tennessee,47,Wayne,181,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Wayne County,26576,33653.05607
G4701830,2000,3,6,Tennessee,47,Weakley,183,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Weakley County,30008,37998.98053
G4701850,2000,3,6,Tennessee,47,White,185,,,,,,,,,,,,,9999,9999,9999,,,,,,,,White County,29383,37207.54616
G4701870,2000,3,6,Tennessee,47,Williamson,187,,,,,,,,,,,,,5360,9999,9999,,,,,,,,Williamson County,69104,87506.05008
G4701890,2000,3,6,Tennessee,47,Wilson,189,,,,,,,,,,,,,5360,9999,9999,,,,,,,,Wilson County,50140,63492.03159
G4800010,2000,3,7,Texas,48,Anderson,1,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Anderson County,31957,40466.9895
G4800030,2000,3,7,Texas,48,Andrews,3,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Andrews County,34036,43099.61682
G4800050,2000,3,7,Texas,48,Angelina,5,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Angelina County,33806,42808.36897
G4800070,2000,3,7,Texas,48,Aransas,7,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Aransas County,30702,38877.78927
G4800090,2000,3,7,Texas,48,Archer,9,,,,,,,,,,,,,9080,9999,9999,,,,,,,,Archer County,38514,48770.08585
G4800110,2000,3,7,Texas,48,Armstrong,11,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Armstrong County,38194,48364.87145
G4800130,2000,3,7,Texas,48,Atascosa,13,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Atascosa County,33081,41890.30509
G4800150,2000,3,7,Texas,48,Austin,15,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Austin County,38615,48897.98165
G4800170,2000,3,7,Texas,48,Bailey,17,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Bailey County,27901,35330.89696
G4800190,2000,3,7,Texas,48,Bandera,19,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Bandera County,39013,49401.96706
G4800210,2000,3,7,Texas,48,Bastrop,21,,,,,,,,,,,,,640,9999,9999,,,,,,,,Bastrop County,43578,55182.60376
G4800230,2000,3,7,Texas,48,Baylor,23,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Baylor County,24627,31185.04711
G4800250,2000,3,7,Texas,48,Bee,25,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Bee County,28392,35952.6478
G4800270,2000,3,7,Texas,48,Bell,27,,,,,,,,,,,,,3810,9999,9999,,,,,,,,Bell County,36872,46690.82945
G4800290,2000,3,7,Texas,48,Bexar,29,,,,,,,,,,,,,7240,9999,9999,,,,,,,,Bexar County,38328,48534.55498
G4800310,2000,3,7,Texas,48,Blanco,31,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Blanco County,39369,49852.76808
G4800330,2000,3,7,Texas,48,Borden,33,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Borden County,29205,36982.14564
G4800350,2000,3,7,Texas,48,Bosque,35,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Bosque County,34181,43283.22959
G4800370,2000,3,7,Texas,48,Bowie,37,,,,,,,,,,,,,8360,9999,9999,,,,,,,,Bowie County,33001,41789.00149
G4800390,2000,3,7,Texas,48,Brazoria,39,,,,,,,,,,,,,3362,1145,9999,,,,,,,,Brazoria County,48632,61582.45872
G4800410,2000,3,7,Texas,48,Brazos,41,,,,,,,,,,,,,1260,9999,9999,,,,,,,,Brazos County,29104,36854.24985
G4800430,2000,3,7,Texas,48,Brewster,43,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Brewster County,27386,34678.75503
G4800450,2000,3,7,Texas,48,Briscoe,45,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Briscoe County,29917,37883.74769
G4800470,2000,3,7,Texas,48,Brooks,47,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Brooks County,18622,23580.9456
G4800490,2000,3,7,Texas,48,Brown,49,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Brown County,30974,39222.22151
G4800510,2000,3,7,Texas,48,Burleson,51,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Burleson County,33026,41820.65886
G4800530,2000,3,7,Texas,48,Burnet,53,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Burnet County,37921,48019.17292
G4800550,2000,3,7,Texas,48,Caldwell,55,,,,,,,,,,,,,640,9999,9999,,,,,,,,Caldwell County,36573,46312.20725
G4800570,2000,3,7,Texas,48,Calhoun,57,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Calhoun County,35849,45395.40966
G4800590,2000,3,7,Texas,48,Callahan,59,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Callahan County,32463,41107.73477
G4800610,2000,3,7,Texas,48,Cameron,61,,,,,,,,,,,,,1240,9999,9999,,,,,,,,Cameron County,26155,33119.94588
G4800630,2000,3,7,Texas,48,Camp,63,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Camp County,31164,39462.81756
G4800650,2000,3,7,Texas,48,Carson,65,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Carson County,40285,51012.69431
G4800670,2000,3,7,Texas,48,Cass,67,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Cass County,28441,36014.69626
G4800690,2000,3,7,Texas,48,Castro,69,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Castro County,30619,38772.68678
G4800710,2000,3,7,Texas,48,Chambers,71,,,,,,,,,,,,,3362,3360,9999,,,,,,,,Chambers County,47964,60736.57366
G4800730,2000,3,7,Texas,48,Cherokee,73,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Cherokee County,29313,37118.90551
G4800750,2000,3,7,Texas,48,Childress,75,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Childress County,27457,34768.66197
G4800770,2000,3,7,Texas,48,Clay,77,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Clay County,35738,45254.85092
G4800790,2000,3,7,Texas,48,Cochran,79,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Cochran County,27525,34854.77003
G4800810,2000,3,7,Texas,48,Coke,81,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Coke County,29085,36830.19024
G4800830,2000,3,7,Texas,48,Coleman,83,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Coleman County,25658,32490.59726
G4800850,2000,3,7,Texas,48,Collin,85,,,,,,,,,,,,,1922,1920,9999,,,,,,,,Collin County,70835,89698.00674
G4800870,2000,3,7,Texas,48,Collingsworth,87,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Collingsworth County,25438,32212.01236
G4800890,2000,3,7,Texas,48,Colorado,89,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Colorado County,32425,41059.61556
G4800910,2000,3,7,Texas,48,Comal,91,,,,,,,,,,,,,7240,9999,9999,,,,,,,,Comal County,46147,58435.71563
G4800930,2000,3,7,Texas,48,Comanche,93,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Comanche County,28422,35990.63666
G4800950,2000,3,7,Texas,48,Concho,95,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Concho County,31313,39651.49552
G4800970,2000,3,7,Texas,48,Cooke,97,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Cooke County,37649,47674.74067
G4800990,2000,3,7,Texas,48,Coryell,99,,,,,,,,,,,,,3810,9999,9999,,,,,,,,Coryell County,35999,45585.35391
G4801010,2000,3,7,Texas,48,Cottle,101,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Cottle County,25446,32222.14272
G4801030,2000,3,7,Texas,48,Crane,103,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Crane County,32194,40767.10142
G4801050,2000,3,7,Texas,48,Crockett,105,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Crockett County,29355,37172.0899
G4801070,2000,3,7,Texas,48,Crosby,107,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Crosby County,25769,32631.156
G4801090,2000,3,7,Texas,48,Culberson,109,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Culberson County,25882,32774.24734
G4801110,2000,3,7,Texas,48,Dallam,111,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Dallam County,27946,35387.88023
G4801130,2000,3,7,Texas,48,Dallas,113,,,,,,,,,,,,,1922,1920,9999,,,,,,,,Dallas County,43324,54860.96483
G4801150,2000,3,7,Texas,48,Dawson,115,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Dawson County,28211,35723.44841
G4801170,2000,3,7,Texas,48,Deaf Smith,117,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Deaf Smith County,29601,37483.59847
G4801190,2000,3,7,Texas,48,Delta,119,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Delta County,29094,36841.5869
G4801210,2000,3,7,Texas,48,Denton,121,,,,,,,,,,,,,1922,1920,9999,,,,,,,,Denton County,58216,73718.63006
G4801230,2000,3,7,Texas,48,Dewitt,123,,,,,,,,,,,,,9999,9999,9999,,,,,,,,DeWitt County,28714,36360.3948
G4801250,2000,3,7,Texas,48,Dickens,125,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Dickens County,25898,32794.50806
G4801270,2000,3,7,Texas,48,Dimmit,127,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Dimmit County,21917,27753.38764
G4801290,2000,3,7,Texas,48,Donley,129,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Donley County,29006,36730.15294
G4801310,2000,3,7,Texas,48,Duval,131,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Duval County,22416,28385.26885
G4801330,2000,3,7,Texas,48,Eastland,133,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Eastland County,26832,33977.2276
G4801350,2000,3,7,Texas,48,Ector,135,,,,,,,,,,,,,5800,9999,9999,,,,,,,,Ector County,31152,39447.62202
G4801370,2000,3,7,Texas,48,Edwards,137,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Edwards County,25298,32034.73106
G4801390,2000,3,7,Texas,48,Ellis,139,,,,,,,,,,,,,1922,1920,9999,,,,,,,,Ellis County,50350,63757.95354
G4801410,2000,3,7,Texas,48,El Paso,141,,,,,,,,,,,,,2320,9999,9999,,,,,,,,El Paso County,31051,39319.72623
G4801430,2000,3,7,Texas,48,Erath,143,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Erath County,30708,38885.38704
G4801450,2000,3,7,Texas,48,Falls,145,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Falls County,26589,33669.51791
G4801470,2000,3,7,Texas,48,Fannin,147,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Fannin County,34501,43688.444
G4801490,2000,3,7,Texas,48,Fayette,149,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Fayette County,34526,43720.10137
G4801510,2000,3,7,Texas,48,Fisher,151,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Fisher County,27659,35024.45357
G4801530,2000,3,7,Texas,48,Floyd,153,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Floyd County,26851,34001.2872
G4801550,2000,3,7,Texas,48,Foard,155,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Foard County,25813,32686.87298
G4801570,2000,3,7,Texas,48,Fort Bend,157,,,,,,,,,,,,,3362,3360,9999,,,,,,,,Fort Bend County,63831,80828.87652
G4801590,2000,3,7,Texas,48,Franklin,159,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Franklin County,31955,40464.45691
G4801610,2000,3,7,Texas,48,Freestone,161,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Freestone County,31283,39613.50667
G4801630,2000,3,7,Texas,48,Frio,163,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Frio County,24504,31029.29282
G4801650,2000,3,7,Texas,48,Gaines,165,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Gaines County,30432,38535.88962
G4801670,2000,3,7,Texas,48,Galveston,167,,,,,,,,,,,,,3362,2920,9999,,,,,,,,Galveston County,42419,53714.96785
G4801690,2000,3,7,Texas,48,Garza,169,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Garza County,27206,34450.82193
G4801710,2000,3,7,Texas,48,Gillespie,171,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Gillespie County,38109,48257.23638
G4801730,2000,3,7,Texas,48,Glasscock,173,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Glasscock County,35655,45149.74843
G4801750,2000,3,7,Texas,48,Goliad,175,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Goliad County,34201,43308.55549
G4801770,2000,3,7,Texas,48,Gonzales,177,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Gonzales County,28368,35922.25672
G4801790,2000,3,7,Texas,48,Gray,179,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Gray County,31368,39721.14174
G4801810,2000,3,7,Texas,48,Grayson,181,,,,,,,,,,,,,7640,9999,9999,,,,,,,,Grayson County,37178,47078.31573
G4801830,2000,3,7,Texas,48,Gregg,183,,,,,,,,,,,,,4420,9999,9999,,,,,,,,Gregg County,35006,44327.92297
G4801850,2000,3,7,Texas,48,Grimes,185,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Grimes County,32280,40876.00279
G4801870,2000,3,7,Texas,48,Guadalupe,187,,,,,,,,,,,,,7240,9999,9999,,,,,,,,Guadalupe County,43949,55652.39921
G4801890,2000,3,7,Texas,48,Hale,189,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Hale County,31280,39609.70778
G4801910,2000,3,7,Texas,48,Hall,191,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Hall County,23016,29145.04585
G4801930,2000,3,7,Texas,48,Hamilton,193,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Hamilton County,31150,39445.08943
G4801950,2000,3,7,Texas,48,Hansford,195,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Hansford County,35438,44874.96242
G4801970,2000,3,7,Texas,48,Hardeman,197,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Hardeman County,28312,35851.3442
G4801990,2000,3,7,Texas,48,Hardin,199,,,,,,,,,,,,,840,9999,9999,,,,,,,,Hardin County,37612,47627.88776
G4802010,2000,3,7,Texas,48,Harris,201,,,,,,,,,,,,,3362,3360,9999,,,,,,,,Harris County,42598,53941.63466
G4802030,2000,3,7,Texas,48,Harrison,203,,,,,,,,,,,,,4420,9999,9999,,,,,,,,Harrison County,33520,42446.20859
G4802050,2000,3,7,Texas,48,Hartley,205,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Hartley County,46327,58663.64873
G4802070,2000,3,7,Texas,48,Haskell,207,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Haskell County,23690,29998.52869
G4802090,2000,3,7,Texas,48,Hays,209,,,,,,,,,,,,,640,9999,9999,,,,,,,,Hays County,45006,56990.87303
G4802110,2000,3,7,Texas,48,Hemphill,211,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Hemphill County,35456,44897.75573
G4802130,2000,3,7,Texas,48,Henderson,213,,,,,,,,,,,,,1922,1920,9999,,,,,,,,Henderson County,32533,41196.37542
G4802150,2000,3,7,Texas,48,Hidalgo,215,,,,,,,,,,,,,4880,9999,9999,,,,,,,,Hidalgo County,24863,31483.89273
G4802170,2000,3,7,Texas,48,Hill,217,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Hill County,31600,40014.92218
G4802190,2000,3,7,Texas,48,Hockley,219,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Hockley County,31085,39362.78026
G4802210,2000,3,7,Texas,48,Hood,221,,,,,,,,,,,,,1922,2800,9999,,,,,,,,Hood County,43668,55296.57031
G4802230,2000,3,7,Texas,48,Hopkins,223,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Hopkins County,32136,40693.65631
G4802250,2000,3,7,Texas,48,Houston,225,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Houston County,28119,35606.94927
G4802270,2000,3,7,Texas,48,Howard,227,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Howard County,30805,39008.21765
G4802290,2000,3,7,Texas,48,Hudspeth,229,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Hudspeth County,21045,26649.1784
G4802310,2000,3,7,Texas,48,Hunt,231,,,,,,,,,,,,,1922,1920,9999,,,,,,,,Hunt County,36752,46538.87405
G4802330,2000,3,7,Texas,48,Hutchinson,233,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Hutchinson County,36588,46331.20167
